mel_geneID,mel_geneSymbol,mel_chrom,mel_start,mel_end,mel_strand,sim_geneID,sim_geneSymbol,sim_chrom,sim_start,sim_end,sim_strand,orthoDB_groupID,num_mel_geneID_2_sim_geneID,num_sim_geneID_2_mel_geneID,flag_one2one_ortholog
FBgn0036178,CG14137,3L,11599636,11599947,-,FBgn0184519,GD12792,Scf_3L,11307057,11307672,-,EOG09190KLZ,1,1,1
FBgn0036179,CG7368,3L,11597202,11605374,+,FBgn0186000,GD14315,Scf_3L,11307746,11313412,+,EOG09190BO5,1,1,1
FBgn0036180,Duba,3L,11605436,11609465,-,FBgn0184518,GD12791,Scf_3L,11312767,11316752,-,EOG0919051R,1,1,1
FBgn0036181,Muc68Ca,3L,11610578,11620101,-,FBgn0184517,GD12790,Scf_3L,11317967,11320031,-,EOG09190FM8,1,1,1
FBgn0036183,CG6083,3L,11624528,11626125,-,FBgn0184515,GD12788,Scf_3L,11325803,11327365,-,EOG09190BW0,1,1,1
FBgn0036184,PCID2,3L,11626441,11627715,+,FBgn0186001,GD14316,Scf_3L,11327799,11329087,+,EOG0919099A,1,1,1
FBgn0036186,CG6071,3L,11642906,11646033,-,FBgn0189130,GD17580,Scf_3L,11344250,11347475,-,EOG091902E4,1,1,1
FBgn0036187,RIOK1,3L,11646234,11648474,-,FBgn0184514,GD12787,Scf_3L,11347612,11349862,-,EOG091906R4,1,1,1
FBgn0036188,CG7339,3L,11648756,11650499,+,FBgn0186004,GD14319,Scf_3L,11350115,11351224,+,EOG09190G55,1,1,1
FBgn0036191,Sugb,3L,11683980,11690155,+,FBgn0186006,GD14321,Scf_3L,11384842,11391076,+,EOG091904OX,1,1,1
FBgn0036192,Pldn,3L,11689631,11691399,-,FBgn0184512,GD12785,Scf_3L,11390504,11392308,-,EOG09190GXX,1,1,1
FBgn0036193,CG14135,3L,11691571,11692757,+,FBgn0186007,GD14322,Scf_3L,11392469,11393741,+,EOG09190G5L,1,1,1
FBgn0036194,CG11652,3L,11693879,11696963,-,FBgn0184511,GD12784,Scf_3L,11395022,11397923,-,EOG091907ZC,1,1,1
FBgn0036195,Dnai2,3L,11697126,11699263,-,FBgn0184510,GD12783,Scf_3L,11398061,11400490,-,EOG091904NS,1,1,1
FBgn0036196,CG11658,3L,11699496,11708553,-,FBgn0184509,GD12782,Scf_3L,11401055,11409474,-,EOG09190AE4,1,1,1
FBgn0036198,crim,3L,11710507,11711386,-,FBgn0184508,GD12781,Scf_3L,11411401,11412260,-,EOG09190HIE,1,1,1
FBgn0036199,Bmcp,3L,11720934,11728118,+,FBgn0186009,GD14324,Scf_3L,11421899,11424309,+,EOG09190C9R,1,1,1
FBgn0036202,CG6024,3L,11733589,11766182,-,FBgn0184506,GD12779,Scf_3L,11430884,11462252,-,EOG09190BPN,1,1,1
FBgn0036203,Muc68D,3L,11767299,11772157,-,FBgn0184505,GD12778,Scf_3L,11463278,11467151,-,EOG09190E2I,1,1,1
FBgn0036204,Tim13,3L,11774060,11774501,-,FBgn0184504,GD12777,Scf_3L,11469009,11469488,-,EOG09190JOY,2,2,0
FBgn0036204,Tim13,3L,11774060,11774501,-,FBgn0269997,GD28707,Scf_2L,7631655,7632256,+,EOG09190JOY,2,2,0
FBgn0036205,CG14131,3L,11777073,11780485,+,FBgn0186013,GD14328,Scf_3L,11472002,11475487,+,EOG09190494,1,1,1
FBgn0036206,CG5964,3L,11790212,11793283,-,FBgn0184502,GD12775,Scf_3L,11485230,11488291,-,EOG091903UM,1,1,1
FBgn0036207,CG10907,3L,11793514,11795418,+,FBgn0186014,GD14329,Scf_3L,11488539,11490414,+,EOG091907WC,1,1,1
FBgn0036208,CG10361,3L,11798948,11800861,-,FBgn0270739,GD29449,Scf_3L,11493892,11495801,-,EOG091909O6,1,1,1
FBgn0036210,CG14130,3L,11815444,11816710,+,FBgn0186017,GD14332,Scf_3L,11509986,11511520,+,EOG09190E44,1,1,1
FBgn0036211,CG5946,3L,11816695,11822275,-,FBgn0184500,GD12773,Scf_3L,11511409,11516692,-,EOG09190BSU,1,1,1
FBgn0036212,CG11597,3L,11820338,11822275,-,FBgn0269260,GD27970,Scf_3L,11514746,11516624,-,EOG09190BL8,1,1,1
FBgn0036213,RpL10Ab,3L,11822851,11824211,+,FBgn0186018,GD14333,Scf_3L,11517449,11518861,+,EOG09190FVB,1,1,1
FBgn0036214,CG7264,3L,11829030,11830844,+,FBgn0186019,GD14334,Scf_3L,11524130,11525640,+,EOG09190BOR,1,1,1
FBgn0036217,CG5906,3L,11870457,11871305,-,FBgn0189129,GD17579,Scf_3L,11567007,11567991,-,EOG09190GKD,1,1,1
FBgn0036218,Sprn,3L,11879115,11881182,+,FBgn0186021,GD14336,Scf_3L,11575976,11578075,+,EOG09190CP4,1,1,1
FBgn0036219,CCDC151,3L,11881384,11883546,+,FBgn0186022,GD14337,Scf_3L,11578271,11580440,+,EOG0919050I,1,1,1
FBgn0036220,CG5897,3L,11887259,11888981,-,FBgn0184491,GD12764,Scf_3L,11584461,11585690,-,EOG091909GN,1,1,1
FBgn0036221,CG11588,3L,11921513,11922599,+,FBgn0186023,GD14338,Scf_3L,11618450,11619520,+,EOG09190DKD,1,1,1
FBgn0036222,SdhAL,3L,11922610,11924757,-,FBgn0184490,GD12763,Scf_3L,11619575,11621709,-,EOG091903R3,1,1,1
FBgn0036224,Rpt4R,3L,11941912,11943485,+,FBgn0186025,GD14340,Scf_3L,11638694,11640244,+,EOG091909A6,1,1,1
FBgn0036225,CG5883,3L,11943640,11944852,-,FBgn0184488,GD12761,Scf_3L,11640323,11641987,-,EOG09190ALO,1,1,1
FBgn0036226,CG7252,3L,11947675,11949248,+,FBgn0186026,GD14341,Scf_3L,11644008,11646040,+,EOG0919084D,1,1,1
FBgn0036227,CG17826,3L,11949839,11952225,+,FBgn0186028,GD14343,Scf_3L,11646581,11648736,+,EOG091903D7,1,1,1
FBgn0036228,obst-G,3L,11952301,11953317,-,FBgn0184487,GD12760,Scf_3L,11648912,11649922,-,EOG09190D5R,1,1,1
FBgn0036229,CG7248,3L,11954083,11956780,+,FBgn0186029,GD14344,Scf_3L,11650697,11653377,+,EOG0919035K,1,1,1
FBgn0036230,CG11570,3L,11956708,11957765,-,FBgn0184486,GD12759,Scf_3L,11653305,11654367,-,EOG09190DYG,1,1,1
FBgn0036232,CG14125,3L,11974905,11975810,+,FBgn0186031,GD14346,Scf_3L,11667292,11668250,+,EOG09190HSB,1,1,1
FBgn0036235,CG6938,3L,11984906,11990505,+,FBgn0186034,GD14349,Scf_3L,11677199,11682838,+,EOG0919012B,1,1,1
FBgn0036236,CG6931,3L,11990736,11992000,+,FBgn0186035,GD14350,Scf_3L,11683045,11684332,+,EOG09190DW1,1,1,1
FBgn0036237,viaf,3L,11991853,11993179,-,FBgn0184483,GD12756,Scf_3L,11684195,11685494,-,EOG09190EV3,1,1,1
FBgn0036239,Pop2,3L,11998398,12002915,-,FBgn0184480,GD12753,Scf_3L,11690724,11696299,-,EOG09190AFZ,1,1,1
FBgn0036240,CG6928,3L,12003155,12008051,+,FBgn0186036,GD14351,Scf_3L,11695424,11700072,+,EOG091905L2,1,1,1
FBgn0036242,CG6793,3L,12042387,12044217,+,FBgn0186037,GD14352,Scf_3L,11731027,11736650,+,EOG091906VX,1,1,1
FBgn0036246,CG17154,3L,12088626,12089225,+,FBgn0186039,GD14354,Scf_3L,11780444,11781060,+,EOG09190IG2,1,1,1
FBgn0036248,ssp,3L,12118257,12119789,+,FBgn0269456,GD28166,Scf_3L,11809800,11811136,+,EOG09190AGI,1,1,1
FBgn0036249,CG11560,3L,12120019,12121185,+,FBgn0186041,GD14356,Scf_3L,11811600,11812786,+,EOG09190FK1,1,1,1
FBgn0036250,Ir68b,3L,12125487,12127394,-,FBgn0184475,GD12748,Scf_3L,11817215,11819297,-,EOG0919081T,1,1,1
FBgn0036254,CG5645,3L,12133771,12136706,-,FBgn0184474,GD12747,Scf_3L,11825538,11828469,-,EOG091903MV,1,1,1
FBgn0036255,Atg12,3L,12136967,12137559,+,FBgn0186045,GD14360,Scf_3L,11828710,11829342,+,EOG09190IYP,1,1,1
FBgn0036257,RhoGAP68F,3L,12138868,12143380,+,FBgn0186046,GD14361,Scf_3L,11830632,11834987,+,EOG091907DA,1,1,1
FBgn0036258,eIF3l,3L,12143446,12146097,-,FBgn0184472,GD12745,Scf_3L,11835260,11837727,-,EOG091905AS,1,1,1
FBgn0036259,CG9760,3L,12157052,12163735,-,FBgn0184471,GD12744,Scf_3L,11848454,11855705,-,EOG09190CRM,1,1,1
FBgn0036260,Rh7,3L,12164205,12175482,-,FBgn0184470,GD12743,Scf_3L,11856636,11860261,-,EOG09190AAZ,1,1,1
FBgn0036262,CG6910,3L,12184984,12187860,+,FBgn0186050,GD14365,Scf_3L,11877827,11879271,+,EOG09190C78,1,1,1
FBgn0036263,thoc6,3L,12190696,12193688,-,FBgn0184469,GD12742,Scf_3L,11884353,11885575,-,EOG09190BNH,1,1,1
FBgn0036264,CG11529,3L,12197791,12199030,+,FBgn0186051,GD14368,Scf_3L,11889635,11890894,+,EOG09190CM4,1,1,1
FBgn0036266,CG5626,3L,12204123,12206022,-,FBgn0184465,GD12738,Scf_3L,11896857,11898503,-,EOG09190AS4,1,1,1
FBgn0036271,Pbgs,3L,12269452,12271345,-,FBgn0184461,GD12734,Scf_3L,11963403,11964857,-,EOG09190BUP,1,1,1
FBgn0036272,CG4300,3L,12271656,12277251,-,FBgn0184459,GD12732,Scf_3L,11965103,11970717,-,EOG09190A0K,1,1,1
FBgn0036273,INPP5E,3L,12277655,12281476,+,FBgn0270914,GD29624,Scf_3L,11971095,11974905,+,EOG0919034S,1,1,1
FBgn0036274,CG4328,3L,12290956,12296123,-,FBgn0184457,GD12730,Scf_3L,11984344,11989434,-,EOG091908HZ,1,1,1
FBgn0036277,CG10418,3L,12336676,12337236,+,FBgn0186057,GD14374,Scf_3L,12030027,12030637,+,EOG09190JNG,1,1,1
FBgn0036278,CrzR,3L,12339116,12351544,-,FBgn0184454,GD12727,Scf_3L,12032503,12045089,-,EOG091906WE,1,1,1
FBgn0036279,Ncc69,3L,12368646,12391444,-,FBgn0184453,GD12726,Scf_3L,12061881,12085085,-,EOG091901JN,1,1,1
FBgn0036282,Smyd4-2,3L,12399539,12401935,-,FBgn0184451,GD12724,Scf_3L,12093112,12095537,-,EOG0919046H,1,1,1
FBgn0036285,toe,3L,12422510,12432668,-,FBgn0184448,GD12721,Scf_3L,12116201,12126330,-,EOG09190EL6,1,1,1
FBgn0036286,CG10616,3L,12471728,12474428,+,FBgn0186062,GD14379,Scf_3L,12165669,12168265,+,EOG091908FX,1,1,1
FBgn0036287,CG10663,3L,12474418,12485035,-,FBgn0184445,GD12718,Scf_3L,12168273,12179206,-,EOG09190413,1,1,1
FBgn0036288,CG10660,3L,12486668,12490676,-,FBgn0184443,GD12716,Scf_3L,12181045,12185183,-,EOG09190A3Z,1,1,1
FBgn0036289,CG10657,3L,12491830,12497216,-,FBgn0184442,GD12715,Scf_3L,12186363,12191830,-,EOG09190AUZ,1,1,1
FBgn0036290,CG10638,3L,12498106,12501311,-,FBgn0184441,GD12714,Scf_3L,12193056,12196005,-,EOG091907YO,1,1,1
FBgn0036291,CG10681,3L,12501513,12502647,+,FBgn0186064,GD14381,Scf_3L,12196188,12197316,+,EOG09190GNO,1,1,1
FBgn0036292,CG10646,3L,12502467,12503894,-,FBgn0189127,GD17577,Scf_3L,12197175,12198615,-,EOG09190AFH,1,1,1
FBgn0036294,CG10654,3L,12505374,12507840,-,FBgn0184439,GD12712,Scf_3L,12200054,12202597,-,EOG091909TW,1,1,1
FBgn0036298,nst,3L,12527215,12530171,-,FBgn0184435,GD12708,Scf_3L,12222027,12224879,-,EOG091905B1,1,1,1
FBgn0036299,Tsf2,3L,12530436,12533724,-,FBgn0184434,GD12707,Scf_3L,12225168,12228433,-,EOG0919028I,1,1,1
FBgn0036300,Pmm2,3L,12534590,12535513,+,FBgn0186069,GD14386,Scf_3L,12229244,12230220,+,EOG09190DHB,1,1,1
FBgn0036301,CG4069,3L,12535426,12537315,-,FBgn0184433,GD12706,Scf_3L,12230167,12232007,-,EOG0919086J,1,1,1
FBgn0036302,sowah,3L,12537513,12572542,-,FBgn0184432,GD12705,Scf_3L,12232220,12267088,-,EOG0919055J,1,1,1
FBgn0036305,CG10984,3L,12750119,12753402,+,FBgn0186084,GD14401,Scf_3L,12445237,12448401,+,EOG0919067O,1,1,1
FBgn0036306,CG10973,3L,12753239,12754774,-,FBgn0184429,GD12702,Scf_3L,12448244,12449869,-,EOG09190GEV,1,1,1
FBgn0036309,Hip1,3L,12768432,12773573,-,FBgn0184428,GD12701,Scf_3L,12463853,12468627,-,EOG091901IG,1,1,1
FBgn0036310,CG10969,3L,12778750,12781097,-,FBgn0184425,GD12698,Scf_3L,12473941,12476316,-,EOG0919069S,1,1,1
FBgn0036311,CG17666,3L,12781325,12784377,+,FBgn0186086,GD14403,Scf_3L,12476541,12479568,+,EOG091904UX,1,1,1
FBgn0036314,Sf3a2,3L,12813028,12814019,-,FBgn0184421,GD12694,Scf_3L,12507846,12508835,-,EOG09190F58,1,1,1
FBgn0036316,CG10960,3L,12824880,12843106,-,FBgn0184420,GD12693,Scf_3L,12519432,12537856,-,EOG091906G0,1,1,1
FBgn0036317,CG10948,3L,12844254,12850117,-,FBgn0184419,GD12692,Scf_3L,12539083,12544850,-,EOG091904EL,1,1,1
FBgn0036318,Wbp2,3L,12850165,12853169,+,FBgn0186093,GD14410,Scf_3L,12544899,12547869,+,EOG09190EJK,1,1,1
FBgn0036319,Ent3,3L,12853646,12857428,+,FBgn0186094,GD14411,Scf_3L,12548223,12552110,+,EOG091906ON,1,1,1
FBgn0036320,CG10943,3L,12861717,12862920,-,FBgn0189468,GD17922,Scf_3L,12556210,12557342,-,EOG09190G4C,1,1,1
FBgn0036321,CG14120,3L,12885039,12889244,+,FBgn0186095,GD14412,Scf_3L,12577211,12581258,+,EOG091901BI,1,1,1
FBgn0036323,CG14118,3L,12892658,12894758,+,FBgn0186097,GD14414,Scf_3L,12584833,12587029,+,EOG091907I7,1,1,1
FBgn0036324,CG12520,3L,12901247,12902737,-,FBgn0184417,GD12690,Scf_3L,12593483,12595171,-,EOG09190A4Q,1,1,1
FBgn0036325,CG10752,3L,12952686,12954647,-,FBgn0184413,GD12686,Scf_3L,12637880,12642587,-,EOG091907AZ,1,1,1
FBgn0036327,CG10748,3L,12971214,12972359,-,FBgn0184411,GD12684,Scf_3L,12654619,12655797,-,EOG09190CH7,1,1,1
FBgn0036328,CG10749,3L,12972474,12973650,+,FBgn0186099,GD14416,Scf_3L,12655868,12657055,+,EOG09190BF9,1,1,1
FBgn0036329,CG11262,3L,12995135,12997418,+,FBgn0186101,GD14418,Scf_3L,12678670,12680989,+,EOG091904FE,1,1,1
FBgn0036330,CG11263,3L,13006817,13007881,+,FBgn0186102,GD14419,Scf_3L,12690680,12691789,+,EOG09190CTS,1,1,1
FBgn0036331,CG14117,3L,13008285,13009450,+,FBgn0186103,GD14420,Scf_3L,12692049,12693178,+,EOG09190GKJ,1,1,1
FBgn0036332,CG11261,3L,13009399,13011685,-,FBgn0184410,GD12683,Scf_3L,12693155,12695426,-,EOG091906WA,1,1,1
FBgn0036333,MICAL-like,3L,13011976,13015332,-,FBgn0184409,GD12682,Scf_3L,12695643,12699000,-,EOG091901YM,1,1,1
FBgn0036334,CG11267,3L,13016050,13016903,+,FBgn0186104,GD14421,Scf_3L,12699611,12700441,+,EOG09190JIO,1,1,1
FBgn0036335,mRpL20,3L,13017149,13017867,-,FBgn0184408,GD12681,Scf_3L,12700683,12701409,-,EOG09190HPD,1,1,1
FBgn0036336,ste14,3L,13018266,13019687,+,FBgn0186105,GD14422,Scf_3L,12701773,12703140,+,EOG09190BFO,1,1,1
FBgn0036337,AdenoK,3L,13019715,13022688,-,FBgn0184407,GD12680,Scf_3L,12703421,12706141,-,EOG09190BMG,1,1,1
FBgn0036340,SRm160,3L,13036821,13040976,+,FBgn0186108,GD14425,Scf_3L,12721635,12725939,+,EOG09190ADY,1,1,1
FBgn0036341,Syx13,3L,13044434,13046894,+,FBgn0186110,GD14427,Scf_3L,12729424,12731687,+,EOG09190HAB,1,1,1
FBgn0036343,CG14115,3L,13060522,13061394,-,FBgn0184403,GD12676,Scf_3L,12745266,12746168,-,EOG09190EQ8,1,1,1
FBgn0036345,CG17300,3L,13086387,13087289,-,FBgn0184402,GD12675,Scf_3L,12771138,12772012,-,EOG09190I72,1,1,1
FBgn0036346,CG11251,3L,13088581,13089969,-,FBgn0181858,GD10083,Scf_3L,12773293,12774735,-,EOG09190AEV,1,1,1
FBgn0036348,CG17687,3L,13349165,13354940,+,FBgn0186124,GD14442,Scf_3L,13043691,13049706,+,EOG091900G4,1,1,1
FBgn0036349,SNCF,3L,13378583,13379190,+,FBgn0186126,GD14444,Scf_3L,13073391,13073986,+,EOG09190K09,1,1,1
FBgn0036350,CG14111,3L,13377957,13380380,+,FBgn0186127,GD14445,Scf_3L,13072787,13075228,+,EOG09190H1S,1,1,1
FBgn0036351,CG14107,3L,13380359,13381346,-,FBgn0184397,GD12670,Scf_3L,13075236,13076897,-,EOG09190I70,1,1,1
FBgn0036352,CG14110,3L,13384789,13385925,+,FBgn0186129,GD14447,Scf_3L,13079504,13080739,+,EOG09190HUS,1,1,1
FBgn0036353,CG10171,3L,13385946,13387907,-,FBgn0269958,GD28668,Scf_3L,13081061,13082745,-,EOG09190D8R,1,1,1
FBgn0036354,Poc1,3L,13388299,13390006,-,FBgn0184396,GD12669,Scf_3L,13083210,13084916,-,EOG091909QM,1,1,1
FBgn0036356,CG10222,3L,13411122,13412453,-,FBgn0184393,GD12666,Scf_3L,13106415,13107636,-,EOG09190CJL,1,1,1
FBgn0036359,CG14105,3L,13425891,13426673,-,FBgn0184389,GD12662,Scf_3L,13120934,13121704,-,EOG09190H5W,1,1,1
FBgn0036360,CG10713,3L,13428839,13435229,-,FBgn0184387,GD12660,Scf_3L,13124989,13131367,-,EOG09190FWY,1,1,1
FBgn0036361,CG10154,3L,13435680,13437136,-,FBgn0184386,GD12659,Scf_3L,13131814,13133394,-,EOG09190B2L,1,1,1
FBgn0036362,CG10725,3L,13437954,13439009,+,FBgn0186131,GD14449,Scf_3L,13134047,13135131,+,EOG09190CJO,1,1,1
FBgn0036363,CG10140,3L,13439317,13440470,-,FBgn0184385,GD12658,Scf_3L,13135427,13136546,-,EOG09190BHX,1,1,1
FBgn0036364,CG14109,3L,13440910,13442420,+,FBgn0186132,GD14450,Scf_3L,13136991,13138527,+,EOG09190I6Z,1,1,1
FBgn0036365,cmb,3L,13442594,13449245,+,FBgn0186133,GD14451,Scf_3L,13138678,13145206,+,EOG091900XW,1,1,1
FBgn0036366,CG10133,3L,13449187,13450283,-,FBgn0184384,GD12657,Scf_3L,13145220,13146380,-,EOG09190AZQ,1,1,1
FBgn0036367,CG10116,3L,13456208,13457238,-,FBgn0184383,GD12656,Scf_3L,13152665,13153741,-,EOG09190GLS,1,1,1
FBgn0036368,CG10738,3L,13450770,13465539,+,FBgn0186134,GD14452,Scf_3L,13146943,13162073,+,EOG091900YG,1,1,1
FBgn0036369,CG10089,3L,13465552,13474787,-,FBgn0184382,GD12655,Scf_3L,13162510,13171180,-,EOG09190B0J,1,1,1
FBgn0036372,Abp1,3L,13483533,13486280,-,FBgn0184381,GD12654,Scf_3L,13180401,13183147,-,EOG091908S3,1,1,1
FBgn0036373,Tgi,3L,13486797,13502492,+,FBgn0186136,GD14454,Scf_3L,13183530,13199223,+,EOG09190FHQ,1,1,1
FBgn0036374,Spt20,3L,13502707,13511541,+,FBgn0186137,GD14455,Scf_3L,13199422,13208181,+,EOG0919020K,1,1,1
FBgn0036376,Liprin-beta,3L,13513254,13516276,+,FBgn0186139,GD14457,Scf_3L,13210105,13212986,+,EOG091903XS,1,1,1
FBgn0036377,CG10710,3L,13516273,13519605,-,FBgn0184379,GD12652,Scf_3L,13213015,13218490,-,EOG091904CS,1,1,1
FBgn0036380,CG8757,3L,13840197,13842240,-,FBgn0189125,GD17575,Scf_3L,13504869,13506986,-,EOG09190EFZ,1,1,1
FBgn0036381,CG8745,3L,13860027,13866905,-,FBgn0184375,GD12648,Scf_3L,13525070,13531786,-,EOG091906DU,1,1,1
FBgn0036382,CG13737,3L,13878994,13883056,+,FBgn0186142,GD14460,Scf_3L,13538246,13548237,+,EOG09190JWD,1,1,1
FBgn0036386,CG8833,3L,13925882,13929000,-,FBgn0184371,GD12644,Scf_3L,13590725,13593868,-,EOG091902Y8,1,1,1
FBgn0036389,ssp2,3L,13965203,13973067,+,FBgn0186147,GD14465,Scf_3L,13629629,13637019,+,EOG091901PE,1,1,1
FBgn0036390,CG13738,3L,13973123,13973477,-,FBgn0184369,GD12642,Scf_3L,13637453,13638376,-,EOG09190KSX,1,1,1
FBgn0036391,CG17364,3L,13977905,13993400,-,FBgn0184368,GD12641,Scf_3L,13642251,13657924,-,EOG09190966,1,1,1
FBgn0036395,CG17361,3L,13997191,13998055,+,FBgn0186152,GD14470,Scf_3L,13661494,13662352,+,EOG09190H3X,1,1,1
FBgn0036396,CG17359,3L,13997900,13999251,-,FBgn0184366,GD12639,Scf_3L,13662202,13663567,-,EOG09190BTZ,1,1,1
FBgn0036397,Nprl3,3L,13999380,14001880,-,FBgn0184365,GD12638,Scf_3L,13663814,13666222,-,EOG091904YL,1,1,1
FBgn0036398,upSET,3L,14002127,14020148,+,FBgn0186153,GD14471,Scf_3L,13672227,13683532,+,EOG091900BW,1,1,1
FBgn0036402,CG6650,3L,14031450,14034909,+,FBgn0186155,GD14473,Scf_3L,13695900,13698858,+,EOG09190888,1,1,1
FBgn0036403,CG6661,3L,14034776,14036751,+,FBgn0186156,GD14474,Scf_3L,13698215,13700961,+,EOG0919059J,1,1,1
FBgn0036405,CG6833,3L,14051206,14052469,+,FBgn0186158,GD14476,Scf_3L,13716943,13718132,+,EOG09190EBJ,1,1,1
FBgn0036406,CG13484,3L,14052428,14053079,-,FBgn0184359,GD12632,Scf_3L,13718225,13718967,-,EOG09190I1S,1,1,1
FBgn0036410,CG8100,3L,14083615,14086421,+,FBgn0186164,GD14482,Scf_3L,13749433,13751723,+,EOG091908UT,1,1,1
FBgn0036411,Sox21a,3L,14103481,14108118,-,FBgn0184357,GD12630,Scf_3L,13769261,13773952,-,EOG09190GDQ,1,1,1
FBgn0036414,nan,3L,14186249,14189648,-,FBgn0184353,GD12626,Scf_3L,13851952,13855304,-,EOG091902N8,1,1,1
FBgn0036415,CG7768,3L,14218204,14218974,+,FBgn0270736,GD29446,Scf_3L,13883419,13884220,+,EOG09190H2E,1,1,1
FBgn0036416,CG7924,3L,14233469,14234609,+,FBgn0186169,GD14487,Scf_3L,13898268,13899433,+,EOG09190IKW,1,1,1
FBgn0036417,CG7906,3L,14236635,14238272,+,FBgn0186170,GD14488,Scf_3L,13901451,13903045,+,EOG09190DDB,1,1,1
FBgn0036421,CG13481,3L,14368925,14369707,-,FBgn0184350,GD12623,Scf_3L,14023674,14024593,-,EOG09190EU6,2,2,0
FBgn0036421,CG13481,3L,14368925,14369707,-,FBgn0195405,GD24047,Scf_2L,15817138,15817818,+,EOG09190EU6,2,2,0
FBgn0036422,CG3868,3L,14400769,14402725,-,FBgn0184349,GD12622,Scf_3L,14055774,14057585,-,EOG09190KI6,1,1,1
FBgn0036423,CG3919,3L,14410626,14412732,+,FBgn0268579,GD27289,Scf_3L,14065053,14067477,+,EOG09190D5H,1,1,1
FBgn0036426,CG9592,3L,14517825,14518475,+,FBgn0189493,GD17947,Scf_3L,14167618,14168300,+,EOG09190JQH,1,1,1
FBgn0036427,CG4613,3L,14519760,14521690,-,FBgn0184345,GD12618,Scf_3L,14169575,14171803,-,EOG09190AGA,1,1,1
FBgn0036428,Gbs-70E,3L,14540937,14550975,-,FBgn0184344,GD12617,Scf_3L,14186614,14196437,-,EOG091909BL,1,1,1
FBgn0036433,CG9628,3L,14622796,14628174,+,FBgn0186176,GD14494,Scf_3L,14268729,14274128,+,EOG09190HJQ,1,1,1
FBgn0036436,CG4914,3L,14674538,14678147,-,FBgn0184338,GD12611,Scf_3L,14320233,14323839,-,EOG09190B2R,1,1,1
FBgn0036437,CG5048,3L,14684768,14685842,+,FBgn0186179,GD14497,Scf_3L,14330397,14331453,+,EOG09190GML,1,1,1
FBgn0036438,goddard,3L,14691347,14691962,+,FBgn0186180,GD14498,Scf_3L,14337050,14337680,+,EOG09190IT6,1,1,1
FBgn0036439,CG13474,3L,14696551,14697105,-,FBgn0184337,GD12610,Scf_3L,14341372,14343007,-,EOG09190IFA,1,1,1
FBgn0036440,CG17177,3L,14697313,14701678,-,FBgn0184336,GD12609,Scf_3L,14343106,14345308,-,EOG09190CEZ,1,2,0
FBgn0036440,CG17177,3L,14697313,14701678,-,FBgn0270033,GD28743,Scf_3L,14345449,14347836,-,EOG09190CEZ,1,2,0
FBgn0036441,CG13476,3L,14705464,14706157,+,FBgn0186181,GD14499,Scf_3L,14351290,14352028,+,EOG09190J40,1,1,1
FBgn0036442,CG13473,3L,14728760,14729343,+,FBgn0186182,GD14500,Scf_3L,14370537,14371172,+,EOG09190IG6,1,1,1
FBgn0036443,CG13471,3L,14732589,14733517,-,FBgn0184334,GD12607,Scf_3L,14374427,14375425,-,EOG09190H0H,1,1,1
FBgn0036446,CG9384,3L,14762028,14767703,+,FBgn0186184,GD14502,Scf_3L,14405775,14409570,+,EOG091904R1,1,1,1
FBgn0036447,CG17173,3L,14767703,14769283,-,FBgn0184329,GD12602,Scf_3L,14409575,14411207,-,EOG091906T6,1,1,1
FBgn0036448,mop,3L,14769341,14776129,-,FBgn0184327,GD12600,Scf_3L,14411295,14417939,-,EOG091900GQ,1,1,1
FBgn0036449,bmm,3L,14776496,14786412,-,FBgn0184325,GD12598,Scf_3L,14418347,14428371,-,EOG091905AF,1,1,1
FBgn0036450,Tdrd3,3L,14786791,14789665,+,FBgn0186185,GD14503,Scf_3L,14428880,14431813,+,EOG091909P6,1,1,1
FBgn0036451,CG9425,3L,14789935,14801089,+,FBgn0186186,GD14504,Scf_3L,14432051,14442648,+,EOG091900II,1,1,1
FBgn0036454,CG17839,3L,14805136,14882224,+,FBgn0186187,GD14505,Scf_3L,14447080,14516021,+,EOG091900O5,1,1,1
FBgn0036459,CG3349,3L,14979620,14982432,+,FBgn0186196,GD14514,Scf_3L,14613119,14616042,+,EOG091909SO,1,1,1
FBgn0036460,CG5114,3L,14982835,14984486,+,FBgn0186197,GD14515,Scf_3L,14616265,14617976,+,EOG09190A0M,1,1,1
FBgn0036461,Zip71B,3L,14992289,14997983,+,FBgn0186199,GD14517,Scf_3L,14625925,14631523,+,EOG091905EA,1,1,1
FBgn0036462,mRpL39,3L,14997981,14999666,-,FBgn0184317,GD12590,Scf_3L,14631647,14633337,-,EOG09190CBV,1,1,1
FBgn0036463,Reck,3L,15001238,15014062,-,FBgn0184316,GD12589,Scf_3L,14635018,14647721,-,EOG0919019I,1,1,1
FBgn0036465,Rpn12R,3L,15041631,15042570,-,FBgn0184314,GD12587,Scf_3L,14675367,14676345,-,EOG09190DGG,1,1,1
FBgn0036466,CG18581,3L,15049550,15050209,-,FBgn0184311,GD12584,Scf_3L,14683325,14683954,-,EOG09190JEI,1,1,1
FBgn0036470,EAChm,3L,15054777,15055565,+,FBgn0186202,GD14520,Scf_3L,14687966,14689203,+,EOG09190J6P,1,1,1
FBgn0036471,CG13460,3L,15061029,15061705,-,FBgn0184307,GD12580,Scf_3L,14693780,14694479,-,EOG09190I3G,1,1,1
